#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ASPM	BIRC5	9606.ENSP00000356379	9606.ENSP00000301633	0	0	0	0	0.893	0.058	0	0.473	0.942
ASPM	CDCA7	9606.ENSP00000356379	9606.ENSP00000306968	0	0	0	0	0.587	0	0	0.225	0.667
ASPM	CHAF1B	9606.ENSP00000356379	9606.ENSP00000315700	0	0	0	0	0.392	0	0	0.066	0.407
ASPM	EZH2	9606.ENSP00000356379	9606.ENSP00000320147	0	0	0	0	0.777	0.062	0	0.136	0.804
ASPM	TACC3	9606.ENSP00000356379	9606.ENSP00000326550	0	0	0	0	0.913	0	0	0.399	0.945
ASPM	CDKN3	9606.ENSP00000356379	9606.ENSP00000335357	0	0	0	0	0.897	0.145	0	0.197	0.923
ASPM	FOXM1	9606.ENSP00000356379	9606.ENSP00000342307	0	0	0	0	0.869	0	0	0.346	0.911
ASPM	CENPF	9606.ENSP00000356379	9606.ENSP00000355922	0	0	0	0	0.962	0	0	0.629	0.985
ASPM	DTL	9606.ENSP00000356379	9606.ENSP00000355958	0	0	0	0	0.920	0	0	0.181	0.932
ASPM	NEK2	9606.ENSP00000356379	9606.ENSP00000355966	0	0	0	0	0.911	0.058	0	0.465	0.951
ASPM	UBE2T	9606.ENSP00000356379	9606.ENSP00000356243	0	0	0	0	0.783	0.102	0	0.155	0.821
ASPM	KIF21B	9606.ENSP00000356379	9606.ENSP00000411831	0	0	0	0	0.198	0.243	0	0.134	0.428
ASPM	STMN1	9606.ENSP00000356379	9606.ENSP00000410452	0	0	0	0	0.236	0.056	0	0.276	0.433
ASPM	MYH3	9606.ENSP00000356379	9606.ENSP00000464317	0	0	0	0	0.122	0.294	0	0.207	0.465
ASPM	SCGN	9606.ENSP00000356379	9606.ENSP00000367197	0	0	0	0	0	0.371	0	0.206	0.479
ASPM	OBSCN	9606.ENSP00000356379	9606.ENSP00000455507	0	0	0	0	0.064	0.563	0	0.126	0.611
ASPM	MCM3	9606.ENSP00000356379	9606.ENSP00000480987	0	0	0	0	0.662	0.059	0	0.122	0.697
ASPM	TCF19	9606.ENSP00000356379	9606.ENSP00000365433	0	0	0	0	0.707	0	0	0	0.707
ASPM	HELLS	9606.ENSP00000356379	9606.ENSP00000377601	0	0	0	0	0.691	0.068	0	0.181	0.743
ASPM	FAM83D	9606.ENSP00000356379	9606.ENSP00000481110	0	0	0	0	0.686	0	0	0.229	0.748
ASPM	RAD54L	9606.ENSP00000356379	9606.ENSP00000361043	0	0	0	0	0.700	0.056	0	0.306	0.786
ASPM	EPHB2	9606.ENSP00000356379	9606.ENSP00000363763	0	0	0	0	0.825	0.075	0	0.045	0.832
ASPM	CHEK1	9606.ENSP00000356379	9606.ENSP00000388648	0	0	0	0	0.807	0.067	0	0.267	0.856
ASPM	CDC45	9606.ENSP00000356379	9606.ENSP00000405726	0	0	0	0	0.828	0	0	0.203	0.857
ASPM	ZWINT	9606.ENSP00000356379	9606.ENSP00000363055	0	0	0	0	0.784	0	0	0.404	0.866
ASPM	DEPDC1	9606.ENSP00000356379	9606.ENSP00000412292	0	0	0	0	0.900	0	0	0.267	0.924
ASPM	HJURP	9606.ENSP00000356379	9606.ENSP00000414109	0	0	0	0	0.893	0	0	0.334	0.925
ASPM	CDCA3	9606.ENSP00000356379	9606.ENSP00000442068	0	0	0	0	0.918	0	0	0.376	0.947
ASPM	HMMR	9606.ENSP00000356379	9606.ENSP00000377492	0	0	0	0	0.931	0	0	0.415	0.958
ASPM	KIF2C	9606.ENSP00000356379	9606.ENSP00000361298	0	0	0	0	0.915	0.243	0	0.518	0.966
ASPM	WDR62	9606.ENSP00000356379	9606.ENSP00000384792	0	0	0	0	0.155	0.347	0	0.949	0.969
ASPM	KIF20A	9606.ENSP00000356379	9606.ENSP00000378356	0	0	0	0	0.915	0.252	0	0.591	0.971
ASPM	STIL	9606.ENSP00000356379	9606.ENSP00000360944	0	0	0	0	0.778	0	0	0.898	0.976
ASPM	ECT2	9606.ENSP00000356379	9606.ENSP00000376457	0	0	0	0	0.952	0.285	0	0.405	0.978
ASPM	CDCA8	9606.ENSP00000356379	9606.ENSP00000362146	0	0	0	0	0.965	0	0	0.392	0.978
ASPM	KIF4A	9606.ENSP00000356379	9606.ENSP00000363524	0	0	0	0	0.951	0.243	0	0.554	0.982
ASPM	MKI67	9606.ENSP00000356379	9606.ENSP00000357643	0	0	0	0	0.931	0.669	0	0.427	0.985
ASPM	CDC20	9606.ENSP00000356379	9606.ENSP00000361540	0	0	0	0	0.969	0.250	0	0.468	0.986
ASPM	TOP2A	9606.ENSP00000356379	9606.ENSP00000411532	0	0	0	0	0.968	0	0	0.605	0.987
ASPM	NUSAP1	9606.ENSP00000356379	9606.ENSP00000453403	0	0	0	0	0.979	0	0	0.602	0.991
ASPM	TTK	9606.ENSP00000356379	9606.ENSP00000358813	0	0	0	0	0.986	0.060	0	0.503	0.993
ATAD2	TRIP13	9606.ENSP00000287394	9606.ENSP00000166345	0	0	0	0	0.564	0.183	0	0.162	0.675
ATAD2	CDC6	9606.ENSP00000287394	9606.ENSP00000209728	0	0	0	0	0.476	0.078	0	0.226	0.594
ATAD2	POLE2	9606.ENSP00000287394	9606.ENSP00000216367	0	0	0	0	0.624	0	0	0.078	0.639
ATAD2	AURKA	9606.ENSP00000287394	9606.ENSP00000216911	0	0	0	0	0.567	0	0	0.181	0.630
ATAD2	MYBL2	9606.ENSP00000287394	9606.ENSP00000217026	0	0	0	0	0.232	0	0	0.301	0.440
ATAD2	GMNN	9606.ENSP00000287394	9606.ENSP00000230056	0	0	0	0	0.535	0	0	0.231	0.627
ATAD2	DLGAP5	9606.ENSP00000287394	9606.ENSP00000247191	0	0	0	0	0.692	0	0	0.128	0.720
ATAD2	NCAPG	9606.ENSP00000287394	9606.ENSP00000251496	0	0	0	0	0.787	0.076	0	0.070	0.801
ATAD2	GINS2	9606.ENSP00000287394	9606.ENSP00000253462	0	0	0	0	0.340	0	0	0.250	0.484
ATAD2	CCNB1	9606.ENSP00000287394	9606.ENSP00000256442	0	0	0	0	0.571	0.076	0	0.090	0.608
ATAD2	KIF23	9606.ENSP00000287394	9606.ENSP00000260363	0	0	0	0	0.591	0.071	0	0.324	0.721
ATAD2	KIF11	9606.ENSP00000287394	9606.ENSP00000260731	0	0	0	0	0.792	0.071	0	0.220	0.836
ATAD2	NDC80	9606.ENSP00000287394	9606.ENSP00000261597	0	0	0	0	0.667	0	0	0.108	0.690
ATAD2	MCM4	9606.ENSP00000287394	9606.ENSP00000262105	0	0	0	0	0.689	0.118	0	0.131	0.741
ATAD2	WDR76	9606.ENSP00000287394	9606.ENSP00000263795	0	0	0	0	0.166	0.158	0	0.231	0.413
ATAD2	MCM6	9606.ENSP00000287394	9606.ENSP00000264156	0	0	0	0	0.584	0.078	0	0.150	0.646
ATAD2	MCM2	9606.ENSP00000287394	9606.ENSP00000265056	0	0	0	0	0.556	0.152	0	0.198	0.672
ATAD2	CENPE	9606.ENSP00000287394	9606.ENSP00000265148	0	0	0	0	0.595	0.071	0	0.185	0.667
ATAD2	NUF2	9606.ENSP00000287394	9606.ENSP00000271452	0	0	0	0	0.571	0	0	0.210	0.647
ATAD2	CCNA2	9606.ENSP00000287394	9606.ENSP00000274026	0	0	0	0	0.784	0.076	0	0.204	0.827
ATAD2	CENPU	9606.ENSP00000287394	9606.ENSP00000281453	0	0	0	0	0.568	0	0	0.186	0.634
ATAD2	DEPDC1	9606.ENSP00000287394	9606.ENSP00000412292	0	0	0	0	0.406	0	0	0.066	0.422
ATAD2	CDCA7	9606.ENSP00000287394	9606.ENSP00000306968	0	0	0	0	0.232	0	0	0.293	0.434
ATAD2	FOXM1	9606.ENSP00000287394	9606.ENSP00000342307	0	0	0	0	0.338	0	0	0.200	0.448
ATAD2	BIRC5	9606.ENSP00000287394	9606.ENSP00000301633	0	0	0	0	0.348	0.078	0	0.166	0.455
ATAD2	RAD54L	9606.ENSP00000287394	9606.ENSP00000361043	0	0	0	0	0.282	0.098	0	0.260	0.478
ATAD2	CHAF1B	9606.ENSP00000287394	9606.ENSP00000315700	0	0	0	0	0.231	0.056	0	0.376	0.508
ATAD2	EZH2	9606.ENSP00000287394	9606.ENSP00000320147	0	0	0	0	0.355	0.057	0	0.258	0.509
ATAD2	HJURP	9606.ENSP00000287394	9606.ENSP00000414109	0	0	0	0	0.538	0	0	0.049	0.542
ATAD2	STIL	9606.ENSP00000287394	9606.ENSP00000360944	0	0	0	0	0.558	0	0	0	0.558
ATAD2	ZWINT	9606.ENSP00000287394	9606.ENSP00000363055	0	0	0	0	0.559	0	0	0.071	0.572
ATAD2	CDCA8	9606.ENSP00000287394	9606.ENSP00000362146	0	0	0	0	0.571	0	0	0.073	0.585
ATAD2	BUB1B	9606.ENSP00000287394	9606.ENSP00000287598	0	0	0	0	0.575	0	0	0.096	0.599
ATAD2	CCNB2	9606.ENSP00000287394	9606.ENSP00000288207	0	0	0	0	0.569	0.076	0	0.096	0.609
ATAD2	CDC45	9606.ENSP00000287394	9606.ENSP00000405726	0	0	0	0	0.589	0	0	0.094	0.612
ATAD2	HELLS	9606.ENSP00000287394	9606.ENSP00000377601	0	0	0	0	0.428	0.207	0	0.237	0.624
ATAD2	MKI67	9606.ENSP00000287394	9606.ENSP00000357643	0	0	0	0	0.548	0	0	0.210	0.627
ATAD2	MCM3	9606.ENSP00000287394	9606.ENSP00000480987	0	0	0	0	0.403	0.232	0	0.254	0.628
ATAD2	CDKN3	9606.ENSP00000287394	9606.ENSP00000335357	0	0	0	0	0.635	0	0	0.046	0.636
ATAD2	E2F1	9606.ENSP00000287394	9606.ENSP00000345571	0	0	0	0	0.213	0.282	0	0.450	0.662
ATAD2	KIF4A	9606.ENSP00000287394	9606.ENSP00000363524	0	0	0	0	0.592	0.071	0	0.194	0.668
ATAD2	KIF2C	9606.ENSP00000287394	9606.ENSP00000361298	0	0	0	0	0.616	0.071	0	0.143	0.668
ATAD2	KIF20A	9606.ENSP00000287394	9606.ENSP00000378356	0	0	0	0	0.592	0.071	0	0.195	0.669
ATAD2	ECT2	9606.ENSP00000287394	9606.ENSP00000376457	0	0	0	0	0.598	0	0	0.234	0.679
ATAD2	CHEK1	9606.ENSP00000287394	9606.ENSP00000388648	0	0	0	0	0.686	0	0	0.080	0.699
ATAD2	HMMR	9606.ENSP00000287394	9606.ENSP00000377492	0	0	0	0	0.686	0	0	0.090	0.702
ATAD2	NEK2	9606.ENSP00000287394	9606.ENSP00000355966	0	0	0	0	0.561	0	0	0.355	0.705
ATAD2	CENPF	9606.ENSP00000287394	9606.ENSP00000355922	0	0	0	0	0.685	0	0	0.214	0.742
ATAD2	DTL	9606.ENSP00000287394	9606.ENSP00000355958	0	0	0	0	0.782	0	0	0	0.782
ATAD2	TTK	9606.ENSP00000287394	9606.ENSP00000358813	0	0	0	0	0.732	0.104	0	0.181	0.786
ATAD2	NUSAP1	9606.ENSP00000287394	9606.ENSP00000453403	0	0	0	0	0.768	0	0	0.117	0.787
ATAD2	TPX2	9606.ENSP00000287394	9606.ENSP00000300403	0	0	0	0	0.784	0	0	0.141	0.806
ATAD2	TOP2A	9606.ENSP00000287394	9606.ENSP00000411532	0.051	0	0	0	0.790	0.244	0	0.248	0.872
AURKA	TRIP13	9606.ENSP00000216911	9606.ENSP00000166345	0	0	0	0	0.858	0.060	0	0.281	0.895
AURKA	CDC6	9606.ENSP00000216911	9606.ENSP00000209728	0	0	0	0	0.684	0.180	0	0.514	0.863
AURKA	CENPM	9606.ENSP00000216911	9606.ENSP00000215980	0	0	0	0	0.739	0	0	0.254	0.797
AURKA	POLE2	9606.ENSP00000216911	9606.ENSP00000216367	0	0	0	0	0.612	0	0	0.235	0.690
AURKA	NTS	9606.ENSP00000216911	9606.ENSP00000256010	0	0	0	0	0.153	0	0	0.329	0.407
AURKA	PRR11	9606.ENSP00000216911	9606.ENSP00000262293	0	0	0	0	0.390	0	0	0.071	0.409
AURKA	E2F1	9606.ENSP00000216911	9606.ENSP00000345571	0	0	0	0	0.270	0	0	0.283	0.454
AURKA	CHAF1B	9606.ENSP00000216911	9606.ENSP00000315700	0	0	0	0	0.388	0	0	0.151	0.458
AURKA	FANCD2	9606.ENSP00000216911	9606.ENSP00000287647	0	0	0	0	0.333	0	0	0.233	0.467
AURKA	STMN1	9606.ENSP00000216911	9606.ENSP00000410452	0	0	0	0	0.229	0	0	0.346	0.474
AURKA	CDCA7	9606.ENSP00000216911	9606.ENSP00000306968	0	0	0	0	0.422	0	0	0.148	0.487
AURKA	CDKN2A	9606.ENSP00000216911	9606.ENSP00000418915	0	0	0	0	0.063	0.129	0	0.468	0.528
AURKA	CHTF18	9606.ENSP00000216911	9606.ENSP00000262315	0	0	0	0	0.318	0.212	0	0.213	0.540
AURKA	PKMYT1	9606.ENSP00000216911	9606.ENSP00000262300	0	0	0.348	0.587	0.352	0	0	0.495	0.547
AURKA	GINS1	9606.ENSP00000216911	9606.ENSP00000262460	0	0	0	0	0.411	0	0	0.266	0.549
AURKA	CENPH	9606.ENSP00000216911	9606.ENSP00000283006	0	0	0	0	0.372	0	0	0.319	0.555
AURKA	DEPDC1B	9606.ENSP00000216911	9606.ENSP00000265036	0	0	0	0	0.574	0	0	0.055	0.580
AURKA	TCF19	9606.ENSP00000216911	9606.ENSP00000365433	0	0	0	0	0.589	0	0	0.134	0.629
AURKA	RNASEH2A	9606.ENSP00000216911	9606.ENSP00000221486	0	0.001	0	0	0.607	0	0	0.113	0.637
AURKA	RAD54L	9606.ENSP00000216911	9606.ENSP00000361043	0	0	0	0	0.572	0	0	0.232	0.658
AURKA	EZH2	9606.ENSP00000216911	9606.ENSP00000320147	0	0	0	0	0.345	0.140	0	0.479	0.681
AURKA	CENPU	9606.ENSP00000216911	9606.ENSP00000281453	0	0	0	0	0.578	0	0	0.338	0.709
AURKA	CCNE1	9606.ENSP00000216911	9606.ENSP00000262643	0	0	0	0	0.315	0.237	0	0.520	0.728
AURKA	WDR62	9606.ENSP00000216911	9606.ENSP00000384792	0	0	0	0	0.131	0.274	0	0.605	0.730
AURKA	MCM3	9606.ENSP00000216911	9606.ENSP00000480987	0	0	0	0	0.646	0	0	0.320	0.749
AURKA	UBE2S	9606.ENSP00000216911	9606.ENSP00000264552	0	0	0	0	0.266	0.058	0.600	0.222	0.756
AURKA	SPDL1	9606.ENSP00000216911	9606.ENSP00000265295	0	0	0	0	0.750	0	0	0.084	0.761
AURKA	SKA1	9606.ENSP00000216911	9606.ENSP00000285116	0	0	0	0	0.713	0	0	0.217	0.765
AURKA	STIL	9606.ENSP00000216911	9606.ENSP00000360944	0	0	0	0	0.670	0	0	0.317	0.765
AURKA	DEPDC1	9606.ENSP00000216911	9606.ENSP00000412292	0	0	0	0	0.693	0	0	0.285	0.771
AURKA	FAM83D	9606.ENSP00000216911	9606.ENSP00000481110	0	0	0	0	0.695	0	0	0.340	0.790
AURKA	UBE2T	9606.ENSP00000216911	9606.ENSP00000356243	0	0	0	0	0.743	0.058	0	0.228	0.797
AURKA	GMNN	9606.ENSP00000216911	9606.ENSP00000230056	0	0	0	0	0.587	0.270	0	0.431	0.813
AURKA	TROAP	9606.ENSP00000216911	9606.ENSP00000257909	0	0	0	0	0.814	0	0	0.074	0.820
AURKA	DTL	9606.ENSP00000216911	9606.ENSP00000355958	0	0	0	0	0.803	0	0	0.125	0.820
AURKA	CHEK1	9606.ENSP00000216911	9606.ENSP00000388648	0	0	0.288	0.675	0.754	0.128	0	0.681	0.839
AURKA	ZWINT	9606.ENSP00000216911	9606.ENSP00000363055	0	0	0	0	0.744	0	0	0.414	0.843
AURKA	CDCA5	9606.ENSP00000216911	9606.ENSP00000275517	0	0	0	0	0.765	0	0	0.364	0.844
AURKA	MYBL2	9606.ENSP00000216911	9606.ENSP00000217026	0	0	0	0	0.583	0.088	0	0.622	0.844
AURKA	GINS2	9606.ENSP00000216911	9606.ENSP00000253462	0	0	0	0	0.822	0	0	0.235	0.858
AURKA	MCM4	9606.ENSP00000216911	9606.ENSP00000262105	0	0	0	0	0.804	0	0	0.404	0.878
AURKA	HJURP	9606.ENSP00000216911	9606.ENSP00000414109	0	0	0	0	0.834	0	0	0.317	0.882
AURKA	MCM2	9606.ENSP00000216911	9606.ENSP00000265056	0	0	0	0	0.814	0	0	0.433	0.890
AURKA	MCM6	9606.ENSP00000216911	9606.ENSP00000264156	0	0	0	0	0.832	0	0	0.375	0.890
AURKA	CDCA3	9606.ENSP00000216911	9606.ENSP00000442068	0	0	0	0	0.856	0	0	0.335	0.900
AURKA	MKI67	9606.ENSP00000216911	9606.ENSP00000357643	0	0	0	0	0.779	0	0	0.578	0.903
AURKA	NUF2	9606.ENSP00000216911	9606.ENSP00000271452	0	0	0	0	0.740	0.270	0	0.566	0.910
AURKA	NEK2	9606.ENSP00000216911	9606.ENSP00000355966	0	0	0.361	0.690	0.876	0	0	0.681	0.912
AURKA	FOXM1	9606.ENSP00000216911	9606.ENSP00000342307	0	0	0	0	0.818	0	0	0.577	0.920
AURKA	CENPF	9606.ENSP00000216911	9606.ENSP00000355922	0	0	0	0	0.846	0	0	0.524	0.923
AURKA	CDC45	9606.ENSP00000216911	9606.ENSP00000405726	0	0	0	0	0.894	0	0	0.344	0.927
AURKA	TTK	9606.ENSP00000216911	9606.ENSP00000358813	0	0	0	0.626	0.913	0.108	0	0.739	0.941
AURKA	NCAPH	9606.ENSP00000216911	9606.ENSP00000240423	0	0	0	0	0.832	0.375	0	0.509	0.944
AURKA	ECT2	9606.ENSP00000216911	9606.ENSP00000376457	0	0	0	0	0.886	0.143	0	0.485	0.945
AURKA	CDKN3	9606.ENSP00000216911	9606.ENSP00000335357	0	0	0	0	0.901	0.243	0	0.393	0.950
AURKA	NCAPG	9606.ENSP00000216911	9606.ENSP00000251496	0	0	0	0	0.899	0.103	0	0.524	0.953
AURKA	CENPE	9606.ENSP00000216911	9606.ENSP00000265148	0	0	0	0	0.887	0.146	0	0.660	0.964
AURKA	KIF2C	9606.ENSP00000216911	9606.ENSP00000361298	0	0	0	0	0.865	0.349	0	0.636	0.965
AURKA	BUB1B	9606.ENSP00000216911	9606.ENSP00000287598	0	0	0	0	0.848	0.101	0	0.764	0.965
AURKA	KIF4A	9606.ENSP00000216911	9606.ENSP00000363524	0	0	0	0	0.919	0.146	0	0.603	0.970
AURKA	NUSAP1	9606.ENSP00000216911	9606.ENSP00000453403	0	0	0	0	0.947	0	0	0.454	0.970
AURKA	HMMR	9606.ENSP00000216911	9606.ENSP00000377492	0	0	0	0	0.827	0.270	0	0.815	0.974
AURKA	TOP2A	9606.ENSP00000216911	9606.ENSP00000411532	0	0	0	0	0.918	0.093	0	0.696	0.975
AURKA	KIF20A	9606.ENSP00000216911	9606.ENSP00000378356	0	0	0	0	0.942	0.146	0	0.564	0.976
AURKA	KIF23	9606.ENSP00000216911	9606.ENSP00000260363	0	0	0	0	0.915	0.146	0	0.738	0.979
AURKA	NDC80	9606.ENSP00000216911	9606.ENSP00000261597	0	0	0	0	0.909	0.499	0	0.677	0.984
AURKA	CDCA8	9606.ENSP00000216911	9606.ENSP00000362146	0	0	0	0	0.933	0	0.540	0.610	0.987
AURKA	CCNA2	9606.ENSP00000216911	9606.ENSP00000274026	0	0	0	0	0.964	0.104	0	0.625	0.987
AURKA	CCNB1	9606.ENSP00000216911	9606.ENSP00000256442	0	0	0	0	0.926	0.165	0	0.821	0.988
AURKA	KIF11	9606.ENSP00000216911	9606.ENSP00000260731	0	0	0	0	0.946	0.417	0	0.869	0.995
AURKA	CCNB2	9606.ENSP00000216911	9606.ENSP00000288207	0	0	0	0	0.972	0.364	0	0.743	0.995
AURKA	BIRC5	9606.ENSP00000216911	9606.ENSP00000301633	0	0	0	0	0.870	0.518	0.900	0.791	0.998
AURKA	DLGAP5	9606.ENSP00000216911	9606.ENSP00000247191	0	0	0	0	0.948	0.271	0.900	0.681	0.998
AURKA	CDC20	9606.ENSP00000216911	9606.ENSP00000361540	0	0	0	0	0.974	0.532	0.900	0.878	0.999
AURKA	TPX2	9606.ENSP00000216911	9606.ENSP00000300403	0	0	0	0	0.952	0.978	0.900	0.990	0.999
AURKA	TACC3	9606.ENSP00000216911	9606.ENSP00000326550	0	0	0	0	0.698	0.911	0.900	0.899	0.999
B4GALNT1	EEF1A2	9606.ENSP00000341562	9606.ENSP00000217182	0	0	0	0	0.312	0	0	0.181	0.412
BCAT1	TP53I3	9606.ENSP00000443459	9606.ENSP00000238721	0	0	0	0	0	0	0	0.502	0.503
BCAT1	GLUL	9606.ENSP00000443459	9606.ENSP00000307900	0	0	0	0	0.067	0	0	0.399	0.415
BCAT1	PKM	9606.ENSP00000443459	9606.ENSP00000320171	0.048	0	0	0	0.062	0	0	0.392	0.410
BCAT1	MTHFD1L	9606.ENSP00000443459	9606.ENSP00000478253	0	0	0	0	0.113	0	0	0.384	0.430
BEX1	TEAD2	9606.ENSP00000361813	9606.ENSP00000472109	0	0	0	0	0	0	0	0.408	0.408
BEX1	BEX2	9606.ENSP00000361813	9606.ENSP00000442521	0	0	0	0.981	0.674	0	0	0.261	0.675
BEX2	TEAD2	9606.ENSP00000442521	9606.ENSP00000472109	0	0	0	0	0	0	0	0.413	0.413
BIRC5	TRIP13	9606.ENSP00000301633	9606.ENSP00000166345	0	0	0	0	0.764	0.101	0	0.186	0.812
BIRC5	CDC6	9606.ENSP00000301633	9606.ENSP00000209728	0	0	0	0	0.707	0.082	0	0.469	0.845
BIRC5	CENPM	9606.ENSP00000301633	9606.ENSP00000215980	0	0	0	0	0.797	0	0	0.294	0.850
BIRC5	POLE2	9606.ENSP00000301633	9606.ENSP00000216367	0	0	0	0	0.542	0	0	0.195	0.615
BIRC5	MYBL2	9606.ENSP00000301633	9606.ENSP00000217026	0	0	0	0	0.550	0.077	0	0.595	0.817
BIRC5	RNASEH2A	9606.ENSP00000301633	9606.ENSP00000221486	0	0	0	0	0.577	0.082	0	0.067	0.606
BIRC5	GMNN	9606.ENSP00000301633	9606.ENSP00000230056	0	0	0	0	0.361	0	0	0.247	0.498
BIRC5	NCAPH	9606.ENSP00000301633	9606.ENSP00000240423	0	0	0	0	0.724	0.102	0	0.349	0.824
BIRC5	DLGAP5	9606.ENSP00000301633	9606.ENSP00000247191	0	0	0	0	0.913	0	0	0.504	0.955
BIRC5	NCAPG	9606.ENSP00000301633	9606.ENSP00000251496	0	0	0	0	0.892	0.102	0	0.402	0.937
BIRC5	GINS2	9606.ENSP00000301633	9606.ENSP00000253462	0	0	0	0	0.809	0.176	0	0.190	0.862
BIRC5	CCNB1	9606.ENSP00000301633	9606.ENSP00000256442	0	0	0	0	0.887	0.153	0	0.683	0.967
BIRC5	TROAP	9606.ENSP00000301633	9606.ENSP00000257909	0	0	0	0	0.822	0	0	0.202	0.852
BIRC5	KIF23	9606.ENSP00000301633	9606.ENSP00000260363	0	0	0	0	0.726	0.282	0.900	0.451	0.987
BIRC5	KIF11	9606.ENSP00000301633	9606.ENSP00000260731	0	0	0	0	0.951	0.078	0	0.533	0.977
BIRC5	NDC80	9606.ENSP00000301633	9606.ENSP00000261597	0	0	0	0	0.934	0	0	0.474	0.964
BIRC5	MCM4	9606.ENSP00000301633	9606.ENSP00000262105	0	0	0	0	0.657	0.104	0	0.391	0.796
BIRC5	PRR11	9606.ENSP00000301633	9606.ENSP00000262293	0	0	0	0	0.406	0	0	0.093	0.439
BIRC5	PKMYT1	9606.ENSP00000301633	9606.ENSP00000262300	0	0	0	0	0.570	0.077	0	0.216	0.662
BIRC5	GINS1	9606.ENSP00000301633	9606.ENSP00000262460	0	0	0	0	0.353	0	0	0.180	0.447
BIRC5	CCNE1	9606.ENSP00000301633	9606.ENSP00000262643	0	0	0	0	0.188	0.144	0	0.512	0.632
BIRC5	MCM6	9606.ENSP00000301633	9606.ENSP00000264156	0	0	0	0	0.454	0.158	0	0.324	0.662
BIRC5	DEPDC1B	9606.ENSP00000301633	9606.ENSP00000265036	0	0	0	0	0.432	0	0	0.170	0.508
BIRC5	MCM2	9606.ENSP00000301633	9606.ENSP00000265056	0	0	0	0	0.664	0.104	0	0.369	0.793
BIRC5	STC2	9606.ENSP00000301633	9606.ENSP00000265087	0	0	0	0	0.088	0	0	0.395	0.424
BIRC5	CENPE	9606.ENSP00000301633	9606.ENSP00000265148	0	0	0	0	0.768	0.069	0	0.586	0.903
BIRC5	NUF2	9606.ENSP00000301633	9606.ENSP00000271452	0	0	0	0	0.839	0	0	0.494	0.915
BIRC5	CCNA2	9606.ENSP00000301633	9606.ENSP00000274026	0	0	0	0	0.921	0.144	0	0.559	0.967
BIRC5	CDCA5	9606.ENSP00000301633	9606.ENSP00000275517	0	0	0	0	0.880	0	0	0.419	0.927
BIRC5	CENPU	9606.ENSP00000301633	9606.ENSP00000281453	0	0	0	0	0.609	0	0	0.287	0.709
BIRC5	CENPH	9606.ENSP00000301633	9606.ENSP00000283006	0	0	0	0	0.603	0	0	0.257	0.692
BIRC5	SKA1	9606.ENSP00000301633	9606.ENSP00000285116	0	0	0	0	0.580	0	0	0.337	0.710
BIRC5	BUB1B	9606.ENSP00000301633	9606.ENSP00000287598	0	0	0	0	0.916	0.124	0	0.603	0.968
BIRC5	FANCD2	9606.ENSP00000301633	9606.ENSP00000287647	0	0	0	0	0.422	0	0	0.166	0.497
BIRC5	CCNB2	9606.ENSP00000301633	9606.ENSP00000288207	0	0	0	0	0.880	0.153	0	0.638	0.960
BIRC5	TPX2	9606.ENSP00000301633	9606.ENSP00000300403	0	0	0	0	0.931	0	0	0.501	0.964
BIRC5	CDKN2A	9606.ENSP00000301633	9606.ENSP00000418915	0	0	0	0	0	0.061	0	0.417	0.429
BIRC5	STIL	9606.ENSP00000301633	9606.ENSP00000360944	0	0	0	0	0.412	0	0	0.074	0.432
BIRC5	STMN1	9606.ENSP00000301633	9606.ENSP00000410452	0	0	0	0	0.268	0	0	0.320	0.481
BIRC5	CDCA7	9606.ENSP00000301633	9606.ENSP00000306968	0	0	0	0	0.370	0	0	0.255	0.510
BIRC5	E2F1	9606.ENSP00000301633	9606.ENSP00000345571	0	0	0	0	0.306	0.064	0	0.358	0.547
BIRC5	FAM83D	9606.ENSP00000301633	9606.ENSP00000481110	0	0	0	0	0.510	0	0	0.150	0.566
BIRC5	EZH2	9606.ENSP00000301633	9606.ENSP00000320147	0	0	0	0	0.423	0.058	0	0.325	0.601
BIRC5	HELLS	9606.ENSP00000301633	9606.ENSP00000377601	0	0	0	0	0.463	0.069	0	0.324	0.633
BIRC5	DEPDC1	9606.ENSP00000301633	9606.ENSP00000412292	0	0	0	0	0.591	0	0	0.261	0.685
BIRC5	TCF19	9606.ENSP00000301633	9606.ENSP00000365433	0	0	0	0	0.687	0	0	0.048	0.690
BIRC5	UBE2T	9606.ENSP00000301633	9606.ENSP00000356243	0	0	0	0	0.605	0.112	0	0.216	0.701
BIRC5	TACC3	9606.ENSP00000301633	9606.ENSP00000326550	0	0	0	0	0.676	0	0	0.289	0.760
BIRC5	MCM3	9606.ENSP00000301633	9606.ENSP00000480987	0	0	0	0	0.640	0.104	0	0.329	0.764
BIRC5	DTL	9606.ENSP00000301633	9606.ENSP00000355958	0	0	0	0	0.784	0	0	0.088	0.795
BIRC5	RAD54L	9606.ENSP00000301633	9606.ENSP00000361043	0	0	0	0	0.682	0.076	0	0.392	0.805
BIRC5	CHEK1	9606.ENSP00000301633	9606.ENSP00000388648	0	0	0	0	0.699	0.064	0	0.450	0.831
BIRC5	ECT2	9606.ENSP00000301633	9606.ENSP00000376457	0	0	0	0	0.791	0.094	0	0.220	0.840
